"Cust_id","Freq","Monetary","Recency","Inter_purchase_interval","weekday_spend","weekend_spend","weekday_visits","weekend_visits","Age_band"
300735,40,23070,2,1,22737,333,38,2,"30-34 "
300841,8,900,5,0,279,621,3,5,"45-49 "
300919,32,9045,18,1,1541,7504,14,18,"30-34 "
301213,5,183,26,0,0,183,0,5,"30-34 "
301473,18,5679,27,0,5679,0,18,0,"60-64 "
301510,6,550,5,0,0,550,0,6,"30-34 "
301657,12,2538,7,3,2538,0,12,0,"35-39 "
301770,4,347,23,0,347,0,4,0,"35-39 "
301923,3,2844,2,12,2844,0,3,0,"35-39 "
302012,15,1873,6,1,1479,394,11,4,"35-39 "
302135,56,22927,2,1,14174,8753,33,23,"60-64 "
302142,10,2309,4,3,0,2309,0,10,"30-34 "
302326,10,4071,19,0,0,4071,0,10,"50-54 "
302500,11,2000,4,0,0,2000,0,11,"40-44 "
302647,22,1958,2,1,1958,0,22,0,"45-49 "
302777,20,7560,31,0,7560,0,20,0,"40-44 "
302814,10,630,10,1,630,0,10,0,"45-49 "
302845,3,553,40,0,0,553,0,3,"50-54 "
302869,4,1062,20,0,1062,0,4,0,"35-39 "
302890,1,260,12,0,0,260,0,1,"35-39 "
302975,8,3423,7,0,3423,0,8,0,"30-34 "
303057,5,387,17,0,387,0,5,0,"35-39 "
303262,18,3888,3,0,3888,0,18,0,"45-49 "
303392,20,3201,11,2,351,2850,6,14,"35-39 "
303514,13,2490,32,1,0,2490,0,13,"45-49 "
303606,17,1707,19,0,0,1707,0,17,"60-64 "
303668,17,4193,9,2,4193,0,17,0,"55-59 "
303736,21,1253,25,0,0,1253,0,21,"<25 "
303743,3,660,32,3,0,660,0,3,"25-29 "
303750,8,4540,5,2,0,4540,0,8,"55-59 "
303767,1,1392,18,0,0,1392,0,1,"25-29 "
303873,1,60,33,0,0,60,0,1,"55-59 "
303880,1,60,33,0,0,60,0,1,"35-39 "
303910,14,8214,5,2,0,8214,0,14,"45-49 "
304092,36,10503,14,1,10503,0,36,0,"35-39 "
304153,45,5160,16,1,3418,1742,26,19,"50-54 "
304184,16,1580,2,2,805,775,7,9,"40-44 "
304207,16,1635,5,2,0,1635,0,16,"35-39 "
304245,1,355,29,0,355,0,1,0,"55-59 "
304290,2,1416,40,0,0,1416,0,2,">65 "
304474,20,2692,33,0,2084,608,16,4,"45-49 "
304511,35,13700,18,1,0,13700,0,35,"30-34 "
304580,9,1555,5,4,722,833,6,3,"45-49 "
304818,17,2169,9,2,2169,0,17,0,"35-39 "
304832,33,5342,14,1,5342,0,33,0,"40-44 "
304849,9,1131,42,0,1131,0,9,0,"50-54 "
304856,14,1323,39,0,0,1323,0,14,"35-39 "
305082,26,4743,20,1,2014,2729,15,11,"45-49 "
305136,6,40474,14,0,40474,0,6,0,"30-34 "
305143,18,4633,19,1,2408,2225,3,15,">65 "
305167,22,12892,5,2,11825,1067,12,10,">65 "
305204,4,1902,16,4,1902,0,4,0,">65 "
305211,14,1617,5,2,0,1617,0,14,"35-39 "
305228,68,9261,4,1,4286,4975,35,33,"60-64 "
305358,1,60,35,0,60,0,1,0,"25-29 "
305372,1,944,14,0,944,0,1,0,"60-64 "
305747,8,1622,9,0,1622,0,8,0,"40-44 "
306010,9,4126,4,3,0,4126,0,9,"35-39 "
306539,22,4766,13,1,4724,42,21,1,"35-39 "
306997,29,2721,4,1,712,2009,7,22,"50-54 "
307024,16,1371,7,1,638,733,10,6,"45-49 "
307437,29,5843,10,1,2406,3437,20,9,"35-39 "
307444,15,2455,3,2,2455,0,15,0,"50-54 "
307451,22,1656,14,1,1444,212,19,3,"30-34 "
307482,54,6111,6,1,2050,4061,14,40,"35-39 "
307574,2,181,13,0,181,0,2,0,"35-39 "
308359,35,3595,11,1,2174,1421,26,9,"60-64 "
308373,21,3833,14,1,3110,723,15,6,"60-64 "
308410,26,4485,4,1,185,4300,3,23,">65 "
308472,57,4674,3,1,4341,333,55,2,"50-54 "
308656,5,241,14,1,241,0,5,0,"30-34 "
308687,5,297,12,2,61,236,2,3,"55-59 "
309448,57,30675,3,1,13224,17451,24,33,"40-44 "
309486,25,1785,12,1,184,1601,3,22,"50-54 "
309998,2,973,4,0,0,973,0,2,"30-34 "
310321,16,981,11,0,0,981,0,16,"40-44 "
310918,29,5333,5,1,1466,3867,8,21,"40-44 "
310970,3,4246,21,5,4246,0,3,0,"50-54 "
311014,44,6452,4,1,0,6452,0,44,"35-39 "
311021,11,2282,5,2,0,2282,0,11,"45-49 "
311090,8,941,11,0,0,941,0,8,"25-29 "
311403,1,476,4,0,0,476,0,1,"45-49 "
311540,7,1657,4,0,0,1657,0,7,"45-49 "
311755,6,611,15,0,611,0,6,0,"25-29 "
311762,7,445,13,3,117,328,2,5,"35-39 "
311786,5,202,31,0,202,0,5,0,"30-34 "
311885,13,2940,10,2,1140,1800,4,9,"35-39 "
311960,8,511,3,4,366,145,6,2,"60-64 "
312103,5,633,23,0,633,0,5,0,"40-44 "
312561,12,655,39,0,384,271,7,5,"35-39 "
312578,32,10958,9,1,4040,6918,7,25,"40-44 "
312653,27,2646,4,1,0,2646,0,27,"30-34 "
312721,6,737,41,0,737,0,6,0,"45-49 "
312844,26,8848,5,0,0,8848,0,26,"45-49 "
312882,2,839,26,0,0,839,0,2,"40-44 "
312998,2,43,32,0,0,43,0,2,"40-44 "
313025,8,2827,12,2,910,1917,6,2,">65 "
313063,1,36,19,0,0,36,0,1,"60-64 "
313087,11,1039,5,0,0,1039,0,11,"55-59 "
313117,37,3274,14,0,410,2864,4,33,"35-39 "
313162,1,60,32,0,0,60,0,1,"50-54 "
313223,1,39,5,0,0,39,0,1,"60-64 "
313247,13,903,2,3,881,22,12,1,"35-39 "
313490,14,1881,5,0,0,1881,0,14,"30-34 "
314060,13,783,12,0,0,783,0,13,"40-44 "
314084,18,1873,5,2,0,1873,0,18,"40-44 "
315647,5,378,33,0,0,378,0,5,"35-39 "
315661,22,2161,16,0,2161,0,22,0,"35-39 "
315852,64,18404,8,0,5484,12920,15,49,"40-44 "
315975,9,1473,12,0,0,1473,0,9,"30-34 "
316354,12,1216,38,0,1216,0,12,0,"35-39 "
316552,5,267,29,0,267,0,5,0,"40-44 "
317658,6,848,21,0,848,0,6,0,"40-44 "
317856,24,4509,18,1,0,4509,0,24,"50-54 "
318020,13,2563,10,2,2563,0,13,0,"45-49 "
318211,1,60,32,0,0,60,0,1,"30-34 "
319713,4,538,11,0,0,538,0,4,"50-54 "
319829,37,16862,6,1,12282,4580,25,12,"35-39 "
319850,6,808,11,5,0,808,0,6,">65 "
320313,7,330,31,1,100,230,3,4,"25-29 "
320351,4,988,34,0,988,0,4,0,"50-54 "
320627,14,998,10,2,223,775,3,11,"35-39 "
320788,7,567,13,0,567,0,7,0,">65 "
321341,17,2239,4,2,0,2239,0,17,"25-29 "
321396,52,8325,12,1,6612,1713,40,12,"45-49 "
321433,61,6350,5,1,6147,203,58,3,"40-44 "
321709,6,217,11,3,105,112,2,4,"50-54 "
321839,13,28096,21,1,22876,5220,11,2,"35-39 "
322010,9,8506,26,2,0,8506,0,9,"40-44 "
322041,6,423,2,3,423,0,6,0,"60-64 "
322058,9,7489,10,1,7489,0,9,0,"30-34 "
322140,101,15494,15,0,7528,7966,46,55,"35-39 "
322201,20,1617,30,0,1285,332,16,4,"40-44 "
322720,33,2666,20,1,2343,323,29,4,"45-49 "
322775,40,9656,11,1,0,9656,0,40,"25-29 "
322867,14,2246,26,1,1308,938,8,6,"40-44 "
322904,7,434,24,2,434,0,7,0,"50-54 "
322966,41,6775,12,1,3930,2845,22,19,"45-49 "
323017,6,2074,21,0,2074,0,6,0,"30-34 "
323215,30,4952,16,1,4952,0,30,0,"40-44 "
323369,4,206,37,0,206,0,4,0,"40-44 "
324540,7,3126,3,0,3126,0,7,0,"45-49 "
324977,60,8308,13,0,8308,0,60,0,"40-44 "
325172,5,334,12,4,0,334,0,5,"60-64 "
325202,2,168,11,0,0,168,0,2,"35-39 "
325301,11,907,12,3,400,507,3,8,"60-64 "
325486,4,3496,12,0,0,3496,0,4,"35-39 "
325929,8,391,11,0,66,325,1,7,"35-39 "
326018,4,722,14,0,722,0,4,0,">65 "
326056,31,2727,26,0,0,2727,0,31,"35-39 "
326063,29,7165,18,1,3292,3873,14,15,"30-34 "
326070,24,2997,6,0,2997,0,24,0,"45-49 "
326148,4,512,26,0,0,512,0,4,"60-64 "
326438,43,24042,3,1,23826,216,40,3,"45-49 "
326858,7,2115,18,0,0,2115,0,7,"45-49 "
326889,9,922,11,0,0,922,0,9,"55-59 "
326919,3,229,11,10,94,135,2,1,"30-34 "
328524,21,2884,13,0,2884,0,21,0,"35-39 "
328531,21,4163,2,1,4163,0,21,0,"35-39 "
328548,5,873,31,0,873,0,5,0,"35-39 "
328586,9,1041,23,0,1041,0,9,0,"50-54 "
328753,4,1038,30,0,1038,0,4,0,"40-44 "
329002,8,4338,13,2,748,3590,7,1,"45-49 "
329224,43,2634,8,1,1580,1054,27,16,"45-49 "
329637,1,342,38,0,342,0,1,0,"25-29 "
330442,17,2315,13,1,2315,0,17,0,"35-39 "
331586,35,2234,8,1,2234,0,35,0,"35-39 "
331708,3,297,35,0,297,0,3,0,"35-39 "
331739,2,83,13,0,83,0,2,0,"25-29 "
331746,27,5665,2,1,5665,0,27,0,"35-39 "
331784,5,1484,28,2,1055,429,2,3,"60-64 "
332118,6,230,20,2,230,0,6,0,"45-49 "
332262,11,598,6,0,452,146,9,2,"35-39 "
332347,1,99,13,0,99,0,1,0,"60-64 "
333085,1,156,15,0,156,0,1,0,"50-54 "
333122,19,2094,25,1,603,1491,9,10,"40-44 "
333320,5,194,2,0,194,0,5,0,"60-64 "
334563,32,3908,42,0,3908,0,32,0,"40-44 "
334662,17,4784,19,1,0,4784,0,17,"55-59 "
335065,26,5937,4,1,0,5937,0,26,"60-64 "
336154,114,16218,4,0,5584,10634,70,44,"40-44 "
336420,19,4027,7,2,4027,0,19,0,"50-54 "
336796,34,16898,2,1,13647,3251,31,3,"45-49 "
337151,1,580,20,0,580,0,1,0,"30-34 "
337175,10,1307,19,0,0,1307,0,10,"35-39 "
337182,61,5534,4,1,377,5157,8,53,"50-54 "
337410,14,1543,18,0,0,1543,0,14,"45-49 "
337557,17,875,20,1,875,0,17,0,"60-64 "
338110,8,1112,30,1,1112,0,8,0,"45-49 "
338349,15,5260,41,0,5260,0,15,0,"35-39 "
338370,1,36,17,0,36,0,1,0,"40-44 "
338455,14,4917,17,1,245,4672,2,12,"45-49 "
338509,32,2209,3,1,2209,0,32,0,">65 "
338707,31,5404,4,1,1121,4283,15,16,"40-44 "
339018,11,1564,4,0,0,1564,0,11,"35-39 "
339070,41,14331,20,0,14331,0,41,0,"45-49 "
339278,13,7421,36,0,7421,0,13,0,"30-34 "
339384,23,4465,2,0,4465,0,23,0,"30-34 "
339391,11,3766,9,3,3766,0,11,0,"35-39 "
339407,2,55,3,0,55,0,2,0,"40-44 "
339490,5,3637,15,0,3637,0,5,0,"30-34 "
339506,10,805,12,1,0,805,0,10,"35-39 "
339568,18,2005,15,0,2005,0,18,0,"30-34 "
339728,10,986,40,0,0,986,0,10,"35-39 "
339797,16,3033,25,0,0,3033,0,16,"25-29 "
339896,9,617,32,0,0,617,0,9,"60-64 "
340137,31,7124,11,1,0,7124,0,31,"35-39 "
340182,8,718,17,0,718,0,8,0,"40-44 "
340441,40,7466,4,0,4751,2715,14,26,"40-44 "
340588,7,1145,32,0,0,1145,0,7,"25-29 "
340625,17,3226,5,2,1745,1481,6,11,"<25 "
340670,22,7765,4,2,0,7765,0,22,"25-29 "
340854,17,1587,2,0,1587,0,17,0,"40-44 "
341042,7,1275,30,1,1275,0,7,0,"<25 "
341110,5,982,21,0,982,0,5,0,"<25 "
341257,4,465,5,7,0,465,0,4,"35-39 "
342070,2,319,22,0,319,0,2,0,">65 "
342223,17,3392,10,0,3392,0,17,0,"45-49 "
342254,6,1333,2,0,1333,0,6,0,"50-54 "
342605,26,4247,12,1,0,4247,0,26,"35-39 "
342650,18,1619,10,0,1619,0,18,0,"40-44 "
344043,14,1495,11,1,0,1495,0,14,"60-64 "
344388,2,121,20,0,121,0,2,0,"35-39 "
344708,1,990,31,0,990,0,1,0,"40-44 "
344784,3,543,37,0,543,0,3,0,"35-39 "
344999,4,295,36,0,295,0,4,0,"60-64 "
345712,7,17472,18,0,0,17472,0,7,"35-39 "
346115,18,2609,20,0,2112,497,11,7,"25-29 "
346207,7,770,14,2,770,0,7,0,"30-34 "
346672,20,1585,21,0,1585,0,20,0,"25-29 "
347129,3,260,10,0,260,0,3,0,"30-34 "
347211,6,170,11,1,0,170,0,6,"30-34 "
347532,3,106,27,0,106,0,3,0,"35-39 "
347877,57,17412,15,0,10014,7398,48,9,"40-44 "
347938,8,3716,10,2,3289,427,6,2,"35-39 "
348362,8,894,6,4,721,173,5,3,"35-39 "
348454,2,58,14,0,58,0,2,0,"35-39 "
348508,27,5062,18,1,951,4111,9,18,"40-44 "
348669,8,913,12,0,0,913,0,8,"45-49 "
348942,28,11309,11,0,0,11309,0,28,"55-59 "
349208,5,428,12,0,0,428,0,5,"30-34 "
349758,4,302,4,0,0,302,0,4,"30-34 "
349857,54,7753,3,1,6093,1660,39,15,"55-59 "
350341,8,1024,2,0,1024,0,8,0,"35-39 "
350440,47,7629,18,0,0,7629,0,47,"45-49 "
350716,13,1669,11,0,0,1669,0,13,"40-44 "
350846,5,1320,32,0,0,1320,0,5,">65 "
351218,23,3504,10,1,1831,1673,8,15,"45-49 "
351263,7,509,9,0,479,30,6,1,"50-54 "
351454,1,129,34,0,129,0,1,0,"40-44 "
351522,17,2686,19,0,0,2686,0,17,"40-44 "
352079,4,513,19,4,276,237,2,2,"35-39 "
353083,1,3120,28,0,3120,0,1,0,"30-34 "
353342,1,94,17,0,94,0,1,0,"45-49 "
353397,17,3099,25,1,0,3099,0,17,"30-34 "
353540,43,22201,12,1,11339,10862,20,23,"40-44 "
353656,18,3090,13,1,3090,0,18,0,"35-39 "
353908,16,6770,6,2,6770,0,16,0,"45-49 "
354028,1,580,12,0,0,580,0,1,">65 "
355322,24,7230,13,1,5597,1633,12,12,"45-49 "
355353,25,10837,2,1,3420,7417,11,14,"60-64 "
355537,21,2924,2,2,2034,890,15,6,"50-54 "
355643,53,5908,6,1,5386,522,48,5,"35-39 "
355766,8,1267,2,4,1267,0,8,0,"40-44 "
355780,40,4103,33,0,0,4103,0,40,"40-44 "
356190,2,166,34,0,166,0,2,0,"55-59 "
356220,64,9125,4,1,8196,929,51,13,"60-64 "
356299,6,675,39,0,0,675,0,6,"50-54 "
356824,5,505,23,2,505,0,5,0,"40-44 "
357050,4,1292,4,0,0,1292,0,4,"60-64 "
357159,20,1980,10,2,1980,0,20,0,"40-44 "
358194,2,230,2,0,230,0,2,0,"35-39 "
358736,4,29263,21,0,29263,0,4,0,"35-39 "
359856,5,537,38,0,537,0,5,0,"40-44 "
360319,12,1896,10,2,1896,0,12,0,">65 "
361606,46,4909,32,0,0,4909,0,46,"45-49 "
361873,5,445,38,0,445,0,5,0,"25-29 "
362276,6,861,2,5,765,96,4,2,"50-54 "
362283,22,13472,5,0,0,13472,0,22,"35-39 "
362344,37,4424,2,1,2719,1705,28,9,"55-59 "
362405,1,36,20,0,36,0,1,0,"50-54 "
362535,1,36,19,0,0,36,0,1,"45-49 "
362825,42,9282,12,0,1667,7615,12,30,"35-39 "
363297,1,1904,19,0,0,1904,0,1,"45-49 "
363327,11,3668,19,0,0,3668,0,11,"45-49 "
364881,49,4278,6,1,3261,1017,41,8,"35-39 "
366281,1,1904,22,0,1904,0,1,0,">65 "
366540,21,910,4,2,830,80,18,3,"40-44 "
367431,41,2722,4,1,1317,1405,21,20,"40-44 "
367677,22,1482,13,1,520,962,14,8,"35-39 "
367851,3,211,34,0,211,0,3,0,"55-59 "
368261,5,273,4,0,0,273,0,5,"50-54 "
368322,75,9591,2,1,5464,4127,32,43,"40-44 "
368476,49,2147,14,1,946,1201,22,27,"45-49 "
368568,64,10595,2,1,2484,8111,16,48,"35-39 "
368674,22,2574,8,1,1963,611,15,7,"45-49 "
369176,26,2488,14,1,2488,0,26,0,"60-64 "
369633,60,9172,2,0,1440,7732,11,49,"45-49 "
369954,9,1100,2,0,1100,0,9,0,"30-34 "
371261,14,1764,18,1,0,1764,0,14,"50-54 "
371957,1,420,25,0,0,420,0,1,"45-49 "
372138,6,724,15,0,724,0,6,0,"50-54 "
372367,4,347,15,0,347,0,4,0,"35-39 "
373074,3,238,15,0,238,0,3,0,"30-34 "
373579,8,517,3,0,280,237,3,5,"25-29 "
374590,11,674,6,0,674,0,11,0,"35-39 "
375016,4,395,4,0,0,395,0,4,"55-59 "
375245,9,2035,8,0,2035,0,9,0,"35-39 "
375757,9,4192,5,0,0,4192,0,9,"35-39 "
375764,18,1571,32,0,1511,60,17,1,"55-59 "
375917,24,4447,42,0,4447,0,24,0,"30-34 "
376082,4,408,5,0,0,408,0,4,"45-49 "
376136,1,32,23,0,32,0,1,0,"45-49 "
377836,11,2954,14,0,2954,0,11,0,"45-49 "
377904,3,255,39,0,0,255,0,3,"35-39 "
378208,10,1481,25,0,0,1481,0,10,"35-39 "
379137,5,1166,7,1,1166,0,5,0,"30-34 "
379144,8,4998,5,3,174,4824,2,6,">65 "
379472,12,4278,27,0,4278,0,12,0,"40-44 "
380249,3,221,5,0,0,221,0,3,"50-54 "
380300,27,5560,13,1,5044,516,26,1,"45-49 "
380355,22,7263,2,1,1365,5898,5,17,"50-54 "
380393,187,30507,2,0,15432,15075,110,77,"50-54 "
380713,13,2145,14,1,2145,0,13,0,"25-29 "
380881,27,5173,25,0,0,5173,0,27,"30-34 "
380942,108,15179,26,0,0,15179,0,108,"35-39 "
381147,45,18757,2,1,13340,5417,36,9,"35-39 "
381185,10,1639,22,0,1639,0,10,0,"50-54 "
381321,5,3724,25,2,0,3724,0,5,"50-54 "
381482,4,746,30,0,746,0,4,0,"45-49 "
381680,2,1908,3,0,1908,0,2,0,"30-34 "
382588,3,415,19,0,0,415,0,3,"35-39 "
382618,27,2426,2,1,1763,663,20,7,"40-44 "
382625,13,1331,20,0,1331,0,13,0,"35-39 "
382656,7,992,20,0,992,0,7,0,"40-44 "
382946,27,3418,25,0,0,3418,0,27,"35-39 "
383387,2,373,26,0,0,373,0,2,"50-54 "
384070,5,540,26,0,0,540,0,5,"60-64 "
384421,35,6173,15,1,6173,0,35,0,"50-54 "
384551,2,224,3,0,224,0,2,0,"40-44 "
384674,1,112,4,0,0,112,0,1,"25-29 "
384940,16,5269,22,0,5269,0,16,0,"60-64 "
385138,13,1031,3,3,531,500,10,3,"40-44 "
385244,2,180,6,0,180,0,2,0,"60-64 "
385329,16,1097,42,0,1097,0,16,0,"35-39 "
386234,16,4188,18,0,0,4188,0,16,"35-39 "
386449,13,575,11,0,0,575,0,13,"35-39 "
386463,19,1759,26,0,0,1759,0,19,"35-39 "
386920,1,396,20,0,396,0,1,0,"45-49 "
387804,2,432,18,2,396,36,1,1,"35-39 "
387828,26,2387,4,1,1465,922,12,14,"60-64 "
388139,8,484,3,0,313,171,6,2,"35-39 "
388276,4,415,12,0,0,415,0,4,"35-39 "
388306,13,1216,29,0,1216,0,13,0,"40-44 "
388726,2,575,40,0,0,575,0,2,"45-49 "
388993,5,852,38,0,852,0,5,0,"30-34 "
389006,21,3179,19,1,1177,2002,11,10,"30-34 "
389051,25,3087,6,1,987,2100,3,22,"30-34 "
390071,19,1727,5,2,0,1727,0,19,"35-39 "
390323,2,872,10,0,872,0,2,0,"50-54 "
390514,27,2713,11,1,1321,1392,11,16,"40-44 "
391146,3,68,37,0,68,0,3,0,"30-34 "
391481,15,1822,32,0,0,1822,0,15,">65 "
392198,19,9235,25,1,4544,4691,12,7,"30-34 "
392433,58,5215,9,1,2453,2762,23,35,">65 "
392495,25,4761,7,0,4761,0,25,0,"40-44 "
392617,11,796,15,1,796,0,11,0,"45-49 "
392662,19,3838,9,1,2671,1167,13,6,">65 "
392709,11,1564,38,0,1564,0,11,0,"55-59 "
393805,27,4764,31,0,4764,0,27,0,"45-49 "
393997,14,4334,5,2,1523,2811,9,5,"35-39 "
394062,23,1610,15,0,1610,0,23,0,"45-49 "
395182,4,1068,3,2,618,450,3,1,"50-54 "
395519,8,570,39,0,0,570,0,8,"35-39 "
396127,11,511,10,2,511,0,11,0,">65 "
397124,13,3465,25,1,0,3465,0,13,"35-39 "
397391,113,88823,2,0,79531,9292,62,51,"40-44 "
397568,15,2882,25,0,0,2882,0,15,"40-44 "
397872,8,1771,14,3,1771,0,8,0,"40-44 "
397988,4,477,23,2,477,0,4,0,"35-39 "
398770,14,3631,13,0,3631,0,14,0,"50-54 "
398923,7,1608,29,0,1608,0,7,0,"40-44 "
399074,8,19964,17,0,19964,0,8,0,"35-39 "
399180,14,1274,35,0,236,1038,8,6,"45-49 "
399203,18,4551,23,1,3917,634,15,3,"30-34 "
399210,2,559,19,4,540,19,1,1,"35-39 "
399227,22,6025,3,1,4577,1448,11,11,"40-44 "
399326,58,13426,13,0,10520,2906,44,14,"35-39 "
399401,22,4318,3,1,1349,2969,16,6,"50-54 "
399425,24,2158,6,2,2158,0,24,0,"45-49 "
399449,45,8863,3,1,7264,1599,31,14,"30-34 "
399524,9,2109,35,0,2109,0,9,0,"40-44 "
399838,8,1037,14,2,842,195,5,3,"55-59 "
400176,27,2275,15,1,2275,0,27,0,"30-34 "
400244,1,36,20,0,36,0,1,0,"40-44 "
401142,11,966,9,0,966,0,11,0,"35-39 "
401425,9,1766,2,0,1766,0,9,0,"45-49 "
401470,22,2255,19,1,0,2255,0,22,"40-44 "
401524,4,2044,26,0,0,2044,0,4,"30-34 "
401746,5,570,18,0,0,570,0,5,">65 "
402071,16,1931,12,2,781,1150,12,4,"50-54 "
402118,19,1627,10,0,1627,0,19,0,"35-39 "
402163,8,686,4,1,497,189,5,3,"45-49 "
402224,6,617,32,1,468,149,4,2,"45-49 "
402293,13,1818,24,1,1758,60,12,1,"40-44 "
402392,7,728,14,0,728,0,7,0,">65 "
402590,26,20467,8,1,19994,473,18,8,"55-59 "
403559,30,9188,18,0,0,9188,0,30,"50-54 "
404495,25,4613,33,0,3054,1559,18,7,"35-39 "
405706,3,447,6,0,447,0,3,0,"40-44 "
405782,3,459,28,0,459,0,3,0,"35-39 "
405843,24,1095,17,1,377,718,9,15,"35-39 "
406734,37,4391,2,1,4391,0,37,0,"40-44 "
406840,4,5888,3,0,5888,0,4,0,"50-54 "
407755,10,1580,9,2,580,1000,1,9,"45-49 "
408745,25,2048,5,0,1816,232,21,4,"35-39 "
409643,37,2712,5,0,0,2712,0,37,"45-49 "
409803,2,135,16,0,135,0,2,0,">65 "
409841,24,2575,26,0,0,2575,0,24,"35-39 "
409858,5,1025,13,3,671,354,3,2,"40-44 "
409889,1,36,16,0,36,0,1,0,"40-44 "
410083,4,1003,19,4,118,885,2,2,"55-59 "
410151,13,1278,26,0,0,1278,0,13,"30-34 "
410168,36,5061,2,1,4821,240,30,6,"30-34 "
410212,14,4611,10,2,466,4145,2,12,"45-49 "
410403,2,384,5,2,239,145,1,1,"40-44 "
410434,40,17407,21,0,9099,8308,19,21,"40-44 "
410472,12,1100,39,0,0,1100,0,12,"30-34 "
411035,23,3372,6,2,3372,0,23,0,"45-49 "
411271,67,6318,5,0,1874,4444,23,44,"45-49 "
411387,13,921,14,0,921,0,13,0,"40-44 "
411967,9,1894,33,0,0,1894,0,9,"45-49 "
412803,30,4675,11,1,0,4675,0,30,"35-39 "
413107,1,356,28,0,356,0,1,0,"30-34 "
413497,40,19189,5,1,1108,18081,12,28,"25-29 "
413572,20,2653,21,1,1295,1358,10,10,"35-39 "
414425,3,215,32,0,0,215,0,3,"45-49 "
414609,12,2079,16,1,2079,0,12,0,"40-44 "
414760,46,4945,4,1,3250,1695,35,11,">65 "
414791,2,237,2,0,237,0,2,0,">65 "
415057,4,10515,22,0,10515,0,4,0,">65 "
415408,38,9608,32,0,0,9608,0,38,"45-49 "
415484,45,8020,2,1,5848,2172,31,14,"60-64 "
415729,3,205,14,0,205,0,3,0,"50-54 "
416207,18,2953,25,1,717,2236,10,8,"35-39 "
416221,45,8275,11,0,0,8275,0,45,">65 "
416269,13,8926,13,0,8926,0,13,0,"40-44 "
416764,3,871,19,0,0,871,0,3,"35-39 "
417020,9,2875,12,0,0,2875,0,9,"30-34 "
418287,14,1510,29,0,1510,0,14,0,"45-49 "
418683,10,2938,3,4,2938,0,10,0,"45-49 "
418690,33,6262,4,0,0,6262,0,33,"35-39 "
418874,27,3950,11,1,1747,2203,7,20,"40-44 "
418997,13,3831,32,0,0,3831,0,13,"50-54 "
419826,15,2731,12,0,0,2731,0,15,"50-54 "
419895,30,3899,14,1,3899,0,30,0,"35-39 "
420099,53,7646,4,1,0,7646,0,53,"35-39 "
420501,7,1536,33,0,0,1536,0,7,"30-34 "
420655,42,3131,5,1,2757,374,39,3,"40-44 "
420679,81,16699,14,0,12468,4231,54,27,"30-34 "
420877,10,3199,32,0,0,3199,0,10,"55-59 "
420914,25,3096,19,0,0,3096,0,25,"35-39 "
420976,23,3872,5,0,0,3872,0,23,"35-39 "
421225,5,426,4,0,0,426,0,5,"45-49 "
421263,9,1323,9,3,951,372,4,5,"<25 "
421294,25,3635,21,1,3575,60,24,1,"30-34 "
421317,11,566,2,4,566,0,11,0,">65 "
421461,12,1257,13,0,1257,0,12,0,"40-44 "
422123,30,9502,2,1,8462,1040,23,7,"30-34 "
422499,5,11387,20,0,11387,0,5,0,"50-54 "
422642,12,659,17,0,659,0,12,0,"35-39 "
422772,45,5336,3,1,1877,3459,19,26,"35-39 "
423014,17,20525,10,1,4817,15708,8,9,"35-39 "
423304,6,1142,26,0,0,1142,0,6,"35-39 "
423397,5,2379,5,6,2269,110,3,2,"60-64 "
423403,34,8333,14,0,5721,2612,9,25,"45-49 "
423427,4,4794,26,0,0,4794,0,4,"45-49 "
423939,35,3890,35,0,3890,0,35,0,"35-39 "
423960,7,567,25,1,0,567,0,7,"45-49 "
